Directors Score,Total Revenue,Total Debt,Debt-to-Income Ratio,Operating Margin,Debt Service Coverage Ratio,Cash Flow Volatility,Revenue Growth Rate,Average Month-End Balance,Average Negative Balance Days per Month,Number of Bounced Payments,Company Age (Months),Sector_Risk,outcome,company_name
79.65,209115.0,0,0.0,0.024,11.04,0.7246802569511861,0.050770753972513495,-2228.2838461538454,16.53846153846154,0,18.0,0,0,Pamzo Mart Limited
68.25,285154.0,0,0.0,0.04,8.11,0.34413509227033534,-0.25479769061918983,213.21923076923247,7.846153846153846,3,132.0,0,1,Party2Perfection Ltd
81.22,54894.0,0,0.0,-0.066,50.0,0.44991981452183594,0.6187258830230397,18.589999999999744,1.625,0,20.0,0,0,Patina House Limited
58.72,11553.0,0,0.0,-0.245,24.44,0.898496047198391,0.5044169472378651,176.76076923076937,3.3846153846153846,0,3.0,0,0,Peak Platform Websites Ltd
92.9,23710.0,0,0.0,3.500656267593072e-05,10.0,1.1479088809929523,183.66056982061204,143.42799999999988,0.0,0,22.0,0,0,Peekzoon Ltd
93.05,11073.0,0,0.0,-0.175,8.38,0.5,0.0,56.09,2.0,0,105.0,0,1,Pemienterprize Ltd
72.97,230987.0,0,0.0,-0.045,8.11,0.8636872126167991,0.5568203954036588,3256.251250000001,1.125,4,14.0,0,0,Peter G Ltd
85.69,1867.0,0,0.0,-0.212,3.14,0.5242081978516603,2.203519251423443,102.58000000000006,4.5,0,103.0,0,0,Phoenix Group Services Ltd
60.28,53565.0,0,0.0,-0.17,10.85,0.4135969883434319,0.10768084138768853,902.1692307692308,9.153846153846153,0,55.0,0,0,Phone Expert Services Ltd
60.28,54524.0,0,0.0,-0.146,7.53,0.35560768139856197,-0.05862035016969498,1008.6415384615393,7.461538461538462,0,55.0,0,1,Phone Expert Services
81.21,141407.0,0,0.0,0.118,4.73,0.30576648729209144,-0.022938619505280505,1374.5446153846167,12.384615384615385,13,34.0,0,1,Pj Photography Liverpool Limited
84.69,60.0,0,0.0,-1.0,1.01,0.19253225186169282,-0.3228965112870126,644.8700000000001,0.0,0,25.0,0,0,Platform 10 Ltd
42.29,10942.0,0,0.0,0.01380328288367338,10.0,0.1202602909994882,0.2733997107760842,1645.3300000000002,2.0,0,30.0,0,1,Plh Services Ltd
63.66,129932.0,0,0.0,0.037,12.0,0.35946012297387125,0.5681312871490727,2845.2084615384406,10.307692307692308,7,37.0,0,1,Plumbsussex Ltd
54.36,4907.0,0,0.0,0.054,50.0,0.7411054022822181,-0.8513044658994072,100.37999999999997,5.5,0,33.0,0,0,Porkies Ltd
93.1,48984.0,0,0.0,-0.011,10.0,0.3964545714131677,0.4668225196877568,-147.59000000000003,5.777777777777778,0,22.0,0,0,Post Production Sorted Ltd
79.72,465630.0,0,0.0,0.005,18.06,0.4908334888291722,-0.2242994501271079,2422.0820000000044,7.7,9,54.0,0,0,Premium Halal Butcher Uk Ltd
65.12,37223.0,0,0.0,0.091,11.51,0.5,0.0,141.24999999999505,2.0,0,83.0,0,1,Prudent Healthcare Services Ltd
92.16,22107.0,0,0.0,0.047,3.19,0.09836204337954581,0.21818523201536302,5671.985000000001,0.0,0,67.0,0,0,Ps & Sons Ltd
79.23,107939.0,0,0.0,0.223,6.76,0.5,0.0,8101.6499999999905,8.0,0,81.0,0,1,Punchard Group Ltd
73.41,129478.0,0,0.0,0.192,2.38,0.8273568860237535,0.2916331709652253,315.65153846153896,11.0,0,38.0,0,0,Quantome Commerce Ltd
73.41,136704.0,0,0.0,0.154,2.79,0.7511009485451293,1.082605758282294,995.677692307691,6.3076923076923075,0,38.0,0,0,Quantome Commerce
84.25,420959.0,0,0.0,0.016,11.41,0.7514875734076104,-0.014365819717615412,8813.342307692306,3.5384615384615383,1,29.0,0,0,Quest Makkah Tours Limited
69.94,39609.0,0,0.0,-0.016,50.0,0.2390173663898959,-0.3858176210819656,-2324.4749999999963,3.0,0,53.0,0,0,R W Waste Ltd
84.01,276190.0,0,0.0,0.056,14.22,0.5880178344301197,0.4498643604633995,-4438.505384615388,21.846153846153847,0,46.0,0,0,R&K Brickwork Ltd
88.15,22299.0,0,0.0,-0.759,50.0,0.47980193938342824,-0.4146683085222764,10255.857500000002,0.0,0,22.0,0,0,Ratz Vintage Clothing Ltd
53.2,43816.0,0,0.0,0.044,22.48,0.44196546752867155,0.37930383308682947,371.1453846153836,0.0,0,172.0,0,0,Rb Allsort Limited
68.1,54256.0,0,0.0,-0.007,10.0,0.6979445769317013,0.28491781963839735,981.2799999999996,0.3333333333333333,0,8.0,0,0,Rb Market Limited
84.81,194658.0,0,0.0,0.162,2.15,0.46510405557739876,-0.35933585761452275,19459.945384615414,0.0,0,90.0,0,0,Recognised London Limited
82.37,3301.0,0,0.0,-0.301,10.0,0.43777238791829304,-0.6089592366593302,774.4000000000001,0.0,1,42.0,0,0,Retail 24 Ltd
90.47,33391.0,0,0.0,0.368,4.98,0.05840904670920428,-0.11037140487566532,6151.460000000004,0.5,0,139.0,0,1,Richer Education
69.22,114669.0,0,0.0,0.002,50.0,0.5384233833019834,1.2648405703278802,3476.267692307696,0.0,0,19.0,0,0,Rizpicks Travels Ltd
84.07,33415.0,0,0.0,0.159,12.23,0.33035771157056815,0.04457896381506067,2073.1200000000013,0.0,0,27.0,0,0,Rj Elite Property Management
71.78,115204.0,0,0.0,-0.914,10.08,0.9158704490528966,1.6964900359374202,2648.1161538461524,0.07692307692307693,0,32.0,0,0,Rlk Technologies Limited
88.14,97569.0,0,0.0,0.344,1.57,0.5927601278988548,0.6534664253934361,1015.0236363636354,4.363636363636363,0,25.0,0,0,Rockaway Toys Ltd
48.06,20.0,0,0.0,0.0,10.0,0.9400898652021966,31.383333333333333,0.15000000000000122,0.0,0,41.0,0,0,Rosethorn Studio Ltd
81.31,16576.0,0,0.0,0.077,50.0,0.5577227159500256,-0.7160744466769634,1158.59,4.5,2,28.0,0,0,Rothwell Local Store Ltd
62.81,694433.0,0,0.0,-0.064,21.44,0.34496381055599223,0.3364052075254265,-1056.483846153847,16.846153846153847,0,28.0,0,0,Rowley Dunleavy Services Limited
94.94,208928.0,0,0.0,0.023,5.46,0.4606876220440586,0.18277036965760815,-2209.646153846157,20.076923076923077,0,50.0,0,0,Saffron Private Limited
70.09,347928.0,0,0.0,0.136,7.29,0.5474751167518119,0.25070900868012286,1608.5022222222224,0.0,0,91.0,0,0,Sag Hussain Retail Ltd
89.34,27202.0,0,0.0,-0.492,15.79,0.9675157868883368,8.152543647290024,77.02555555555588,0.0,2,51.0,0,0,Sanitaire Limited
71.13,3976.0,0,0.0,0.1,10.0,0.5,0.0,448.77,3.0,0,40.0,0,1,Scrandiggity Ltd
56.64,79230.0,0,0.0,0.001,10.0,0.33081558443236797,0.48233665989513375,490.6515384615385,0.6153846153846154,3,57.0,0,1,Scs Facilities Services Ltd
50.0,89601.0,0,0.0,-0.088,50.0,0.9083170082315111,-0.9519560998654757,7252.664999999999,0.0,0,40.0,0,0,Sercasa Ltd
63.01,119507.0,0,0.0,-0.152,32.6,0.3345969864805419,0.17761852241422507,-2750.7107692307713,21.23076923076923,0,19.0,0,1,Sf Elections Hub Limited
90.93,83158.0,0,0.0,0.154,4.95,0.8488849465941981,-0.4185285446870692,6259.554999999981,0.0,0,86.0,0,0,Shakespeares Shepherd Huts Ltd
81.59,114464.0,0,0.0,-0.408,3.9,0.30870004649125155,-0.24796447046970174,-1341.2830769230786,21.846153846153847,0,61.0,0,0,Shivay Traders Ltd
80.21,25178.0,0,0.0,0.007,50.0,0.7244382561022195,0.630703401080953,717.3185714285715,0.0,0,30.0,0,0,Shreeji Mobile Repair Limited
77.97,504712.0,0,0.0,-0.084,15.09,0.30336078589381743,-0.028782698632103268,200.9223076923042,11.615384615384615,0,53.0,0,1,Silk Route Import & Export Ltd
73.02,20381.0,0,0.0,-1.0,4.31,0.7918143806269642,1.3894304348737614,1427.2128571428573,0.0,0,23.0,0,0,Simpli Print Group Ltd
79.23,5807.0,0,0.0,-1.0,50.0,0.2220163249617786,0.3411713633541674,526.7128571428567,0.0,0,13.0,0,0,Sld Personnel Ltd
87.39,191141.0,0,0.0,0.035,19.72,0.21383712356165932,0.057511525910465794,-694.3823076923106,24.153846153846153,0,36.0,0,1,Smart Alloys South West Limited
68.41,136275.0,0,0.0,0.245,2.41,0.6009166725450893,-0.27586335930548733,8693.267692307696,5.384615384615385,3,82.0,0,0,Smiths Trades Limited
68.41,5168.0,0,0.0,-0.055,10.0,0.7912638460394086,-0.7953510457386426,224.7450000000004,2.25,0,82.0,0,0,Smithstrade Ltd
89.99,246004.0,0,0.0,-0.235,13.79,0.7915072379716835,2.2273757769089118,4129.48625,0.0,0,26.0,0,0,Sn Star Services Ltd
73.75,97365.0,0,0.0,0.056,13.86,0.6724132926261128,0.6392298109283999,1627.3100000000045,7.538461538461538,0,25.0,0,0,Solaire Tanning Co Limited
85.16,19836.0,0,0.0,-0.046,50.0,0.6575077059722697,-0.22641317184579304,252.99692307692283,0.0,0,31.0,0,0,Solical Stadiums Ltd
84.86,118630.0,0,0.0,0.354,2.02,0.3617046057247267,0.34376990268767293,1241.3561538461477,1.1538461538461537,0,73.0,0,0,Something A Bit Different Ltd
87.32,284412.0,0,0.0,-0.14,32.95,0.6119383788993744,-0.1976562150193618,21788.35899999998,0.2,0,30.0,0,0,South Coast Auto Ltd
87.32,56670.0,0,0.0,-0.23,50.0,0.8392059703875621,-0.91257421289332,14444.220000000005,0.0,0,30.0,0,0,South Coast
71.47,26274.0,0,0.0,-0.227,27.24,0.714550587910538,-0.9082941435279898,813.6300000000007,0.0,0,50.0,0,0,Spencers Group Ltd
82.69,193435.0,0,0.0,0.168,5.98,0.502318911563945,0.4317285302298242,1136.4346153846147,11.153846153846153,0,35.0,0,0,Standout Aesthetics Limited
80.61,53954.0,0,0.0,0.15,7.5,0.18080364429687446,-0.16502935937001975,2559.9099999999985,0.0,0,108.0,0,1,Star Marketing Solutions Ltd
88.59,37371.0,0,0.0,0.628,1.12,0.856162034144126,7.167601088646967,92.32500000000036,4.75,0,268.0,0,0,Stevnson Property Services Ltd
72.48,444266.0,0,0.0,0.233,4.52,0.2823170206486425,0.33089259302615026,1930.910769230772,2.230769230769231,13,46.0,0,1,Stockport Jungle Ltd
62.02,526108.0,0,0.0,-0.03,50.0,0.5479180108720667,1.0006173262115252,14952.522857142869,5.0,0,12.0,0,0,Stormhold Hospitality Ltd
72.84,81242.0,0,0.0,-0.077,13.87,0.8932197871363087,0.751744029627289,216.37384615384684,0.6923076923076923,7,51.0,0,0,Suede Hosting Ltd
86.11,35916.0,0,0.0,0.082,12.16,1.3207092274708478,-0.6502809965675577,502.9184615384639,2.076923076923077,0,56.0,0,0,T & L Hurley Ltd
67.2,3059.0,0,0.0,-0.016,50.0,0.7556101369047734,-0.32513774461543765,447.066,0.0,0,35.0,0,0,T44J Ltd
54.32,326725.0,0,0.0,-0.036,23.88,0.29568032827341983,-0.021969359420061743,10600.364615384613,0.5384615384615384,2,25.0,0,1,Taste Of Bengal Broadway Ltd
80.77,34748.0,0,0.0,-0.064,7.88,0.3689434059415264,-0.1760195518737379,149.7930769230775,8.307692307692308,0,34.0,0,0,The Body Fix Coach Limited
93.66,91888.0,0,0.0,-0.373,39.57,0.617711144584559,-0.15986084118729538,2420.1875000000023,0.0,0,26.0,0,0,The Boot Country Pub Ltd
64.96,476351.0,0,0.0,-0.266,19.13,0.5622021140660916,0.15641496950714426,7576.773846153863,1.3076923076923077,5,17.0,0,0,The Ceo Lounge Ltd
50.0,81421.0,0,0.0,-0.169,48.53,0.5379213245559447,1.1369920434247458,1613.7416666666657,0.0,0,30.0,0,0,The Comfy Clothing Wardrobe Ltd
79.23,126839.0,0,0.0,-0.007,31.52,0.36244143758979097,-0.05030293271111085,476.6592307692316,3.8461538461538463,0,65.0,0,0,The Coven Ltd
92.13,37513.0,0,0.0,0.035,42.63,1.033125594316077,-0.8334741865839108,1976.894999999998,0.0,0,10.0,0,0,The Daisy Patch
72.99,1342408.0,0,0.0,0.012,50.0,0.45161392266998457,0.07345977885894155,2456.962307692334,7.230769230769231,1,71.0,0,0,The Fuel Agency (Uk) Ltd
88.07,655082.0,0,0.0,-0.115,25.21,0.23957035716013816,0.09002581126886916,1839.4815384615572,4.3076923076923075,0,55.0,0,1,The Gangway Sheringham Limited
34.7,37747.0,0,0.0,-0.519,7.19,0.9463084759408832,2.1365436977414576,349.0838461538472,2.3846153846153846,0,45.0,0,0,The Gluten Free World Ltd
82.57,20509.0,0,0.0,-0.014,50.0,0.30245776547893344,0.025379450644772664,11.282000000000028,10.1,0,34.0,0,0,The Nail Label Limited
79.31,12066.0,0,0.0,0.005,50.0,0.03459381153491703,-0.06687418994628214,799.5250000000001,0.0,0,14.0,0,1,The Spirits Corner Hull Ltd
91.7,59694.0,0,0.0,0.272,12.67,0.6961498017618803,0.9956625479232161,8165.943999999998,0.0,0,37.0,0,0,Them Paint Guys Limited
48.66,74257.0,0,0.0,-0.247,7.4,1.3465089288136751,-0.5387333620538622,9337.980999999992,0.0,0,24.0,0,0,Thor Ltd
60.96,634635.0,0,0.0,-0.175,5.48,0.6973273544649295,2.0317456900585342,8393.360769230789,1.1538461538461537,0,37.0,0,0,Totes Luxe Uk Ltd
76.02,53430.0,0,0.0,0.018,22.36,0.3487737462859274,0.038338880958590914,5.839999999999088,11.923076923076923,4,76.0,0,0,Tradedesk Team Ltd
77.86,36695.0,0,0.0,0.088,11.37,0.3009127155407146,0.00466548400302664,3.2988888888889583,8.11111111111111,0,11.0,0,1,Trim Fadeys Limited
81.6,896619.0,0,0.0,0.111,4.97,0.3384642365274284,0.25895571499768855,2656.516153846161,1.7692307692307692,0,33.0,0,1,Ultimate 2020 Group Ta Trade Glaze
78.78,71344.0,0,0.0,0.148,6.78,0.6677148969388219,1.576906782741403,56.935000000001416,1.3333333333333333,5,24.0,0,0,Vageman Fish Limited
78.78,71344.0,0,0.0,0.148,6.78,0.6677148969388219,1.576906782741403,56.935000000001416,1.3333333333333333,5,24.0,0,0,Vagemanfish Ltd
50.0,626.0,0,0.0,-1.0,10.0,0.5,0.0,1113.9200000000003,0.0,0,24.0,0,1,Verve Gb
87.35,171189.0,0,0.0,-1.0,4.9,0.4977235724344032,-0.009091211641654592,6999.947692307678,1.0769230769230769,4,82.0,0,0,Vision Et Consilium Ltd
91.08,191176.0,0,0.0,-0.031,50.0,1.0599406045102624,1.587145914055839,4910.553076923077,5.0,0,36.0,0,0,Voltanic Ltd
83.1,125248.0,0,0.0,0.317,3.34,0.7940815109402645,0.26590303573456153,1628.6284615384598,12.076923076923077,10,133.0,0,0,We Design It Ltd
67.35,38708.0,0,0.0,0.094,11.38,0.31600462850788313,0.17993126593208236,111.89692307692286,2.923076923076923,16,94.0,0,1,We Style Any Dog Limited
91.33,145977.0,0,0.0,-0.03,14.08,0.48985178632185605,0.6374462789992812,2512.3766666666684,1.5,0,32.0,0,0,White Canvas Bridal Ltd Transactions
91.33,27855.0,0,0.0,0.139,7.21,0.2259678241838126,0.5838719144860823,4288.68,2.0,0,32.0,0,1,White Canvas Bridal Ltd
92.34,432609.0,0,0.0,0.05,13.67,1.0597169284892294,-0.8136740981277508,3510.5974999999976,0.25,0,42.0,0,0,White Oak Design Studio Ltd
50.0,10917.0,0,0.0,-1.0,6.5,1.3671498597533784,6.823052267803105,-19.58333333333248,9.25,1,29.0,0,0,White Sea Technologies Limited
82.14,37899.0,0,0.0,0.243,3.83,0.5,0.0,582.9899999999984,4.0,0,63.0,0,1,Wild Bru And Lavers Ltd
66.65,395086.0,0,0.0,-0.304,50.0,0.9189575534237385,-0.5270637152141763,90378.69230769227,0.8461538461538461,0,12.0,0,1,Witham Pizza Ltd
72.74,845895.0,0,0.0,0.0902113792211519,23.19,0.23535355447106437,0.36880990667763874,41711.34076923078,0.0,0,12.0,0,1,Wmj Group Limited
87.4,549630.0,0,0.0,-0.061,14.92,0.47589021865931896,-0.12723138370714954,-47.026923076918436,18.23076923076923,0,50.0,0,1,Wyevalleycatering Ltd
54.86,34252.0,0,0.0,-0.001,50.0,0.5367837616457285,0.5392746833422435,242.13769230769216,0.8461538461538461,0,109.0,0,0,Xtc Clothing
78.64,4569.0,0,0.0,-0.079,10.0,0.7837169806131968,-0.9709197446765566,279.76666666666677,0.0,0,49.0,0,0,Ylk Group Ltd
85.07,18535.0,0,0.0,-0.619,50.0,0.6225801750464635,-0.7673952691165299,3411.634999999999,0.0,0,13.0,0,0,Yoga Management Ltd
78.09,5333.0,0,0.0,-0.462,5.21,1.2574820937162194,1.2436354318133058,12.111428571428702,1.8571428571428572,0,83.0,0,0,Ys Traders Limited
61.17,16325.0,0,0.0,0.036,28.04,0.809134416010739,1.0025867347054902,-10.051428571428394,25.142857142857142,0,35.0,0,0,Zainobu Limited
