AppID,CustomerName,normalized_customer,best_json_company,match_score,match_strategy,matched,OB Signed
100335,GOCLOTHES LTD,goclothes ltd,Aksz Ltd,76.9,fuzzy,False,Y
101596,Golden Triangle Financial Services Limtied,golden triangle financial services limtied,Golden Triangle Financial Services Ltd,97.3,fuzzy,True,Y
101500,Good geezers welling ltd,good geezers welling ltd,Good Geezers Welling Ltd,100.0,exact_normalized,True,Y
101511,Goose Audio Limited,goose audio ltd,Thor Ltd,76.9,fuzzy,False,Y
100202,Gozone Care Ltd,gozone care ltd,Gozone Care Ltd,100.0,exact_normalized,True,Y
101822,GRAZKA LIMITED,grazka ltd,GRAZKA Limited,100.0,exact_normalized,True,Y
100408,greenFuture search lab,greenfuture search lab,Green Future Search Lab,97.8,fuzzy,True,Y
101755,greenlight digital,greenlight digital,Greenlight Digital,100.0,exact_normalized,True,Y
100130,GreenSec limited,greensec ltd,GreenSec Limited,100.0,exact_normalized,True,Y
100143,GreenSec limited,greensec ltd,GreenSec Limited,100.0,exact_normalized,True,Y
100198,Gwynne and hyde plumbing and heating ltd,gwynne and hyde plumbing and heating ltd,Alto Barren Plumbing & Heating Ltd,76.7,fuzzy,False,Y
101857,Habitat music studios ltd,habitat music studios ltd,Habitat Music Studios Ltd,100.0,exact_normalized,True,Y
101607,Hair and beauty palace ventures limited,hair and beauty palace ventures ltd,Hair And Beauty Palace Ventures Limited,100.0,exact_normalized,True,Y
100105,Hans-lec design ltd,hans lec design ltd,Hans Lec Design,100.0,fuzzy,True,Y
100365,Hans-lec design ltd,hans lec design ltd,Hans Lec Design,100.0,fuzzy,True,Y
100396,Hans-lec design ltd,hans lec design ltd,Hans Lec Design,100.0,fuzzy,True,Y
101470,Hans-lec design ltd,hans lec design ltd,Hans Lec Design,100.0,fuzzy,True,Y
101574,Hans-lec design ltd,hans lec design ltd,Hans Lec Design,100.0,fuzzy,True,Y
101758,Hardman Fitness LTD,hardman fitness ltd,Hardman Fitness Ltd,100.0,exact_normalized,True,Y
100170,Harley Street Hair Transplants,harley street hair transplants,Harley Street Hair Transplants,100.0,exact_normalized,True,Y
101464,HASHMIS and BUKHARIS Ltd,hashmis and bukharis ltd,Hashmis And Bukharis Ltd,100.0,exact_normalized,True,Y
101808,Haus of sass limited by Stephanie limited,haus of sass ltd by stephanie ltd,Haus Of Sass Limited By Stephanie Limited,100.0,exact_normalized,True,Y
101840,Havelock Group Ltd T/A New Longcar,havelock group ltd t a new longcar,Havelock Group Ltd TA New Longcar,98.5,fuzzy,True,Y
100354,HAVEN Coffee,haven coffee,Hans-Lec,66.7,fuzzy,False,Y
100368,HB Online Limited,hb online ltd,French Sole Ltd,78.3,fuzzy,False,Y
101736,Heart of the home interiors,heart of home interiors,Heart Of The Home Interiors,100.0,exact_normalized,True,Y
100089,Hemming logistics ltd,hemming logistics ltd,Hemming Logistics Ltd,100.0,exact_normalized,True,Y
101831,HERNE HILL DRY CLEANERS LIMITED,herne hill dry cleaners ltd,HERNE HILL DRY CLEANERS Limited,100.0,exact_normalized,True,Y
100127,HEWITT AND HYLAND LEISURE LIMITED,hewitt and hyland leisure ltd,Hewitt And Hyland Leisure Ltd,100.0,exact_normalized,True,Y
101586,Hidden Pretty Gifts,hidden pretty gifts,Hidden Pretty Gifts Ltd,100.0,fuzzy,True,Y
101798,Hidden Pretty Gifts,hidden pretty gifts,Hidden Pretty Gifts Ltd,100.0,fuzzy,True,Y
101849,Hidden Pretty Gifts,hidden pretty gifts,Hidden Pretty Gifts Ltd,100.0,fuzzy,True,Y
101571,House of Mystery,house of mystery,House Of Mystery,100.0,exact_normalized,True,Y
101779,HSIDS,hsids,HSIDS,100.0,exact_normalized,True,Y
100128,HumbleEgg Ltd,humbleegg ltd,HumbleEgg Ltd,100.0,exact_normalized,True,Y
101425,Hursley childcare hub Ltd,hursley childcare hub ltd,Hursley Childcare Ltd,100.0,fuzzy,True,Y
101557,Hussains Leicester ltd,hussains leicester ltd,Hussains Leicester Ltd,100.0,exact_normalized,True,Y
101647,IBB Media Ltd,ibb media ltd,IBBmedialtd.json,91.7,fuzzy,True,Y
101655,Ifracture Ltd,ifracture ltd,Ifracture Ltd,100.0,exact_normalized,True,Y
101809,Ings pet store & grooming ltd,ings pet store & grooming ltd,INGS PET STORE & GROOMING Ltd,100.0,exact_normalized,True,Y
101854,Ings pet store & grooming ltd,ings pet store & grooming ltd,INGS PET STORE & GROOMING Ltd,100.0,exact_normalized,True,Y
101504,Initiate Theatre,initiate theatre,Initiate Theatre,100.0,exact_normalized,True,Y
100038,Irresistible Ltd,irresistible ltd,Irresistiable Ltd,97.0,fuzzy,True,Y
100042,Irresistible Ltd,irresistible ltd,Irresistiable Ltd,97.0,fuzzy,True,Y
101472,Irresistible Ltd,irresistible ltd,Irresistiable Ltd,97.0,fuzzy,True,Y
100149,Ivy aesthetic clinic & academy ltd,ivy aesthetic clinic & academy ltd,Ivy Aesthetic Clinic & Academy Ltd,100.0,exact_normalized,True,Y
101683,J load inc Ltd,j load inc ltd,J Load Inc Ltd,100.0,exact_normalized,True,Y
100119,Jamie redfearn utilities ltd,jamie redfearn utilities ltd,Porkies Ltd,77.8,fuzzy,False,Y
100168,Jay heath ltd,jay heath ltd,Jay Heath Ltd,100.0,exact_normalized,True,Y
100140,Jb bars ltd,jb bars ltd,JB Bars Ltd,100.0,exact_normalized,True,Y
100275,Jemark Ltd,jemark ltd,Jemark Ltd,100.0,exact_normalized,True,Y
101750,Jenmat Productions,jenmat productions,Jenmat Productions,100.0,exact_normalized,True,Y
101766,Joao motorcycles Ltd,joao motorcycles ltd,Joao Motorcycles Ltd,100.0,exact_normalized,True,Y
101801,Joao motorcycles Ltd,joao motorcycles ltd,Joao Motorcycles Ltd,100.0,exact_normalized,True,Y
101771,JOURNEYMAN BARBERS LTD,journeyman barbers ltd,JOURNEYMAN BARBERS Ltd,100.0,exact_normalized,True,Y
101715,K.B Motors York LTD,k b motors york ltd,K.B Motors York Ltd,100.0,exact_normalized,True,Y
100114,kam marketing group ltd,kam marketing group ltd,Kam Marketing Group Limited,100.0,exact_normalized,True,Y
100091,Ketco Direct Limited,ketco direct ltd,Ketco Direct Limited,100.0,exact_normalized,True,Y
101852,KGK Surrey Ltd,kgk surrey ltd,KGKSURREY.co.uk,83.3,fuzzy,False,Y
100220,Kids Tech Company Ltd,kids tech co ltd,Kids Tech Company Ltd,100.0,exact_normalized,True,Y
100129,KimDigitalEdge,kimdigitaledge,Greenlight Digital,66.7,fuzzy,False,Y
100080,kitty&kobe limited,kitty&kobe ltd,Xydrobe Ltd,77.8,fuzzy,False,Y
100377,kitty&kobe limited,kitty&kobe ltd,Xydrobe Ltd,77.8,fuzzy,False,Y
101723,KMS INSULATIONS LTD,kms insulations ltd,KMS INSULATIONS Ltd,100.0,exact_normalized,True,Y
100193,Krafty Designs 4 You Limited,krafty designs 4 you ltd,Krafty Designs 4 You Limited,100.0,exact_normalized,True,Y
100201,kurdland LTD,kurdland ltd,Kurkland Ltd,91.7,fuzzy,True,Y
100260,La Latina,la latina,Del Castillo Latin Productions Ltd,77.8,fuzzy,False,Y
100352,Lavidabeds limited,lavidabeds ltd,Aksz Ltd,76.9,fuzzy,False,Y
101524,Lime Services Group Ltd,lime services group ltd,Lime Service Group Ltd,97.8,fuzzy,True,Y
100315,Little Lambs Nursery Doncaster,little lambs nursery doncaster,Steerlux,66.7,fuzzy,False,Y
101679,LJR Group Services Limited,ljr group services ltd,LJR Group Services Limited,100.0,exact_normalized,True,Y
101762,LJR Group Services Limited,ljr group services ltd,LJR Group Services Limited,100.0,exact_normalized,True,Y
101685,Llanelli performance Center ltd,llanelli performance center ltd,Peter G Ltd,80.0,fuzzy,False,Y
101778,London Kizomba Festival,london kizomba festival,London Kizomba Festival,100.0,exact_normalized,True,Y
101565,london recruiting,london recruiting,London Recruiting,100.0,exact_normalized,True,Y
100390,London21 LTD,london21 ltd,London21 Ltd,100.0,exact_normalized,True,Y
100419,Lopez plant hire ltd,lopez plant hire ltd,Lopez Plant Hire Ltd,100.0,exact_normalized,True,Y
100216,Lucy Hair and Tan,lucy hair and tan,Neu Hair,75.0,fuzzy,False,Y
101480,Luenire,luenire,Luenire,100.0,exact_normalized,True,Y
100161,Lumi SKN ltd,lumi skn ltd,Lumi SKN Ltd,100.0,exact_normalized,True,Y
101749,luxmax.co,luxmax co,Luxmax.co,100.0,exact_normalized,True,Y
100363,Made in Camden CIC,made in camden cic,Alma Deli Ltd,57.1,fuzzy,False,Y
101514,made this for you ltd,made this for you ltd,Made This For You Ltd,100.0,exact_normalized,True,Y
101519,MADINSKA & CO LTD,madinska & co ltd,Madinska & Co Ltd,100.0,exact_normalized,True,Y
101541,MADINSKA & CO LTD,madinska & co ltd,Madinska & Co Ltd,100.0,exact_normalized,True,Y
101836,MADINSKA & CO LTD,madinska & co ltd,Madinska & Co Ltd,100.0,exact_normalized,True,Y
100084,MAJ TRADE LTD,maj trade ltd,Maj Trade Ltd,100.0,exact_normalized,True,Y
101669,MAKARTY LIMITED,makarty ltd,MAKARTY Limited,100.0,exact_normalized,True,Y
101479,Männerhaus Ltd,männerhaus ltd,Mannerhaus Ltd,92.9,fuzzy,True,Y
100133,Manzil Property Management,manzil property management,Manzil Property Management,100.0,exact_normalized,True,Y
101861,Mar carpio ltd,mar carpio ltd,Mar Carpio Ltd,100.0,exact_normalized,True,Y
100343,Marigold Charms,marigold charms,Mar Carpio Ltd,63.6,fuzzy,False,Y
101442,Marvel Heating & Renewable Energy Ltd,marvel heating & renewable energy ltd,Marvel Heating & REnewable Energy Ltd,100.0,exact_normalized,True,Y
100121,Marvellous glow,marvellous glow,Marvellous Glow Ltd,100.0,fuzzy,True,Y
101455,Marvellous Glow Ltd,marvellous glow ltd,Marvellous Glow Ltd,100.0,exact_normalized,True,Y
100139,Master Brewer LTD,master brewer ltd,Master Brewer Ltd,100.0,exact_normalized,True,Y
101609,Maverick swimming solutions ltd,maverick swimming solutions ltd,Go Sure Solutions Ltd,83.3,fuzzy,False,Y
100250,MB domestic cleaning,mb domestic cleaning,Northwest Cleaning Experts,68.4,fuzzy,False,Y
101507,MBRB Limited,mbrb ltd,MBRB Limited,100.0,exact_normalized,True,Y
101744,Mc building & interiors ltd,mc building & interiors ltd,Mc Building & Interiors Ltd,100.0,exact_normalized,True,Y
101534,Mckat Magic Masala Pvt Ltd,mckat magic masala pvt ltd,Mckat Magic Masala Pvt Ltd,100.0,exact_normalized,True,Y
100232,Mecn Marketing Limited,mecn marketing ltd,Mecn Marketing Ltd,100.0,exact_normalized,True,Y
100398,Meli's landscaping LTD,meli s landscaping ltd,Meli's Landscaping Ltd,100.0,exact_normalized,True,Y
101768,Mens Hair London,mens hair london,Mens Hair London,100.0,exact_normalized,True,Y
100186,Mh home renovations ltd,mh home renovations ltd,Mh Home Renovations Ltd,100.0,exact_normalized,True,Y
100299,Michel-Reynolds Agency LTD,michel reynolds agency ltd,Michel-Reynolds Agency Ltd,100.0,exact_normalized,True,Y
101612,Michel-Reynolds Agency LTD,michel reynolds agency ltd,Michel-Reynolds Agency Ltd,100.0,exact_normalized,True,Y
100256,Miindful Ltd,miindful ltd,ELIJA Limited,71.4,fuzzy,False,Y
101540,mikaiel limited,mikaiel ltd,Mikaiel Limited,100.0,exact_normalized,True,Y
101545,Milton fire safety,milton fire safety,Milton Fire Safety,100.0,exact_normalized,True,Y
100054,Mind Logix Limited,mind logix ltd,Delche Gaming Ltd,72.7,fuzzy,False,Y
101495,Mitz Traders Ltd,mitz traders ltd,Mitz Traders Ltd,100.0,exact_normalized,True,Y
101698,Mj trasnsport ltd,mj trasnsport ltd,Mj Trasnsport Ltd,100.0,exact_normalized,True,Y
100046,MJC PUBS LIMITED,mjc pubs ltd,Nova Pubs Ltd,85.7,fuzzy,False,Y
101626,Momokakkoii LTD,momokakkoii ltd,Momokakkoii Ltd,100.0,exact_normalized,True,Y
101842,Momokakkoii LTD,momokakkoii ltd,Momokakkoii Ltd,100.0,exact_normalized,True,Y
100147,Moonlight  SMC Limited,moonlight smc ltd,Moonlight SMC Ltd,100.0,exact_normalized,True,Y
101430,moviESCAPE Ltd,moviescape ltd,Moviescape Ltd,100.0,exact_normalized,True,Y
101643,Moving Ewe LTD,moving ewe ltd,Moving Ewe Ltd,100.0,exact_normalized,True,Y
101651,Moving Ewe LTD,moving ewe ltd,Moving Ewe Ltd,100.0,exact_normalized,True,Y
101727,Moving Ewe LTD,moving ewe ltd,Moving Ewe Ltd,100.0,exact_normalized,True,Y
100153,Mr Eats Group Ltd,mr eats group ltd,Mr Eats Group Ltd,100.0,exact_normalized,True,Y
100109,msfmart uk ltd,msfmart uk ltd,MSFMart UK Ltd,100.0,exact_normalized,True,Y
101853,Mundy Grooming Ltd,mundy grooming ltd,Mundy Grooming Ltd,100.0,exact_normalized,True,Y
101684,Murray Home Care Ltd,murray home care ltd,Gozone Care Ltd,81.5,fuzzy,False,Y
101508,Muscle makers gym limited,muscle makers gym ltd,Muscle Makers Gym Limited,100.0,exact_normalized,True,Y
101603,Muscle makers gym limited,muscle makers gym ltd,Muscle Makers Gym Limited,100.0,exact_normalized,True,Y
101754,Muscle makers gym limited,muscle makers gym ltd,Muscle Makers Gym Limited,100.0,exact_normalized,True,Y
101792,Muscle makers gym limited,muscle makers gym ltd,Muscle Makers Gym Limited,100.0,exact_normalized,True,Y
101733,MYM SUPPLIERS LTD,mym suppliers ltd,MYM SUPPLIERS Ltd,100.0,exact_normalized,True,Y
100029,N Trading LTD,n trading ltd,Fugazzo Trading Limited,96.0,fuzzy,True,Y
101846,Nadia miah hair and skin ltd,nadia miah hair and skin ltd,Nadia Miah Hair And Skin Ltd,100.0,exact_normalized,True,Y
100248,Ncservices4you ltd,ncservices4you ltd,BK Maintenance Services Limited,82.4,fuzzy,False,Y
100123,NEU HAIR 4 MEN LTD,neu hair 4 men ltd,Neu Hair 4 Men Ltd,100.0,exact_normalized,True,Y
101461,NEU HAIR 4 MEN LTD,neu hair 4 men ltd,Neu Hair 4 Men Ltd,100.0,exact_normalized,True,Y
101678,NEWAY MOTORS LTD,neway motors ltd,NEWAY MOTORS Ltd,100.0,exact_normalized,True,Y
100233,Nikolov92 Ltd,nikolov92 ltd,Nikolov 92 Ltd,96.3,fuzzy,True,Y
101528,Noble Executive Limited,noble executive ltd,Noble Executive Limited,100.0,exact_normalized,True,Y
101814,Noble parking ltd,noble parking ltd,Noble Parking Ltd,100.0,exact_normalized,True,Y
101742,Nordic Yarn Ltd,nordic yarn ltd,Nordic Yarn Ltd,100.0,exact_normalized,True,Y
101713,Nottingham glass Ltd,nottingham glass ltd,Nottingham Glass Ltd,100.0,exact_normalized,True,Y
101728,OAC solutions solution,oac solutions solution,OAC Solutions Solution,100.0,exact_normalized,True,Y
101641,OM CLINIC LTD,om clinic ltd,OM Clinic Limited,100.0,exact_normalized,True,Y
101531,Onairos,onairos,Havelock Group Ltd TA New Longcar,61.5,fuzzy,False,Y
101623,Optimum Vehicles Limited,optimum vehicles ltd,Optimum Vehicles Limited,100.0,exact_normalized,True,Y
100316,Orion Racing Limited,orion racing ltd,Starks Flooring Ltd,76.9,fuzzy,False,Y
100337,O'tenure LTD,o tenure ltd,GC COUTURE Ltd,81.8,fuzzy,False,Y
101725,Oxeema Limited,oxeema ltd,Oxeema Limited,100.0,exact_normalized,True,Y
101543,oxford driveways and roofing limited,oxford driveways and roofing ltd,Oxford Driveways And Roofing Limited,100.0,exact_normalized,True,Y
101789,PAK euro cash and carry,pak euro cash and carry,PAK Euro Cash And Carry,100.0,exact_normalized,True,Y
101797,Pamzo Mart Limited,pamzo mart ltd,Pamzo Mart Limited,100.0,exact_normalized,True,Y
100031,Paparazzi Restaurant Limited,paparazzi restaurant ltd,Aurina Ltd,80.0,fuzzy,False,Y
100048,Paparazzi Restaurant Limited,paparazzi restaurant ltd,Aurina Ltd,80.0,fuzzy,False,Y
101813,Party2perfection LTD,party2perfection ltd,Party2perfection Ltd,100.0,exact_normalized,True,Y
101632,PATINA HOUSE LIMITED,patina house ltd,Patina House Limited,100.0,exact_normalized,True,Y
100203,Pats Pet Store,pats pet store,INGS PET STORE & GROOMING Ltd,78.6,fuzzy,False,Y
101838,Peak Platform websites ltd,peak platform websites ltd,Peak Platform Websites Ltd,100.0,exact_normalized,True,Y
101537,peekzoon ltd,peekzoon ltd,Peekzoon Ltd,100.0,exact_normalized,True,Y
100195,Pemienterprize Ltd,pemienterprize ltd,Pemienterprize Ltd,100.0,exact_normalized,True,Y
101830,Peter G ltd,peter g ltd,Peter G Ltd,100.0,exact_normalized,True,Y
100183,Phoenix Group Services Ltd,phoenix group services ltd,Phoenix Group Services Ltd,100.0,exact_normalized,True,Y
101564,Phone Expert Services,phone expert services,Phone Expert Services,100.0,exact_normalized,True,Y
100395,PJ PHOTOGRAPHY LIVERPOOL LIMITED,pj photography liverpool ltd,PJ PHOTOGRAPHY LIVERPOOL Limited,100.0,exact_normalized,True,Y
100162,Platform 10,platform 10,Platform 10,100.0,exact_normalized,True,Y
100383,Plh services ltd,plh services ltd,PLH Services Ltd,100.0,exact_normalized,True,Y
101865,PlumbSussex Ltd,plumbsussex ltd,PlumbSussex Ltd,100.0,exact_normalized,True,Y
100083,Porkies Ltd,porkies ltd,Porkies Ltd,100.0,exact_normalized,True,Y
100218,Post Production Sorted Ltd,post production sorted ltd,Post Production Sorted Ltd,100.0,exact_normalized,True,Y
101662,PRECISION DRYLINING LTD,precision drylining ltd,PRECISION DRYLINING Ltd,100.0,exact_normalized,True,Y
101776,Premium halal butcher UK ltd,premium halal butcher uk ltd,Premium Halal Butcher UK Ltd,100.0,exact_normalized,True,Y
100037,Prestige Tech Tiles Limited,prestige tech tiles ltd,Aksz Ltd,76.9,fuzzy,False,Y
100178,Prudent Healthcare Services Ltd,prudent healthcare services ltd,Prudent Healthcare Services Ltd,100.0,exact_normalized,True,Y
100196,ps & sons ltd,ps & sons ltd,Ps & Sons Ltd,100.0,exact_normalized,True,Y
100174,Punchard group ltd,punchard group ltd,Punchard Group Ltd,100.0,exact_normalized,True,Y
101828,Quantome Commerce LTd,quantome commerce ltd,Quantome Commerce Ltd,100.0,exact_normalized,True,Y
101855,Quantome Commerce LTd,quantome commerce ltd,Quantome Commerce Ltd,100.0,exact_normalized,True,Y
101866,Quantome Commerce LTd,quantome commerce ltd,Quantome Commerce Ltd,100.0,exact_normalized,True,Y
101734,Quest Makkah Tours Limited,quest makkah tours ltd,Quest Makkah Tours Limited,100.0,exact_normalized,True,Y
100148,R W Waste Ltd,r w waste ltd,R W Waste Ltd,100.0,exact_normalized,True,Y
101740,R&K BRICKWORK LTD,r&k brickwork ltd,R&K BRICKWORK Ltd,100.0,exact_normalized,True,Y
101784,R&K BRICKWORK LTD,r&k brickwork ltd,R&K BRICKWORK Ltd,100.0,exact_normalized,True,Y
101585,Rachel Thoburn Aesthetics,rachel thoburn aesthetics,Rachel Thoburn Aesthetics,100.0,exact_normalized,True,Y
101487,radcat tcg,radcat tcg,Radcat Limited,88.9,fuzzy,True,Y
101454,Ratz vintage clothing ltd,ratz vintage clothing ltd,Ratz Vintage Clothing Ltd,100.0,exact_normalized,True,Y
101665,Ravenhill contractors,ravenhill contractors,Ravenhill Contractors,100.0,exact_normalized,True,Y
101818,Rb Allsort limited,rb allsort ltd,Rb Allsort Limited,100.0,exact_normalized,True,Y
101824,Rb market limited,rb market ltd,Rb Market Limited,100.0,exact_normalized,True,Y
101856,Rb market limited,rb market ltd,Rb Market Limited,100.0,exact_normalized,True,Y
101573,Recognised London Limited,recognised london ltd,Recognised London Limited,100.0,exact_normalized,True,Y
100418,Regulatory Consultancy Services LLP,regulatory consultancy services llp,Regulatory Consultantcy Services Ltd,95.7,fuzzy,True,Y
100224,Retail 24 Ltd,retail 24 ltd,Retail 24 Ltd,100.0,exact_normalized,True,Y
100303,Richer Education,richer education,Richer Education,100.0,exact_normalized,True,Y
101622,Rigby barbers ltd,rigby barbers ltd,Rigby Barbers Ltd,100.0,exact_normalized,True,Y
101593,Rishi and Sisters Ltd,rishi and sisters ltd,Rishi And Sisters Ltd,100.0,exact_normalized,True,Y
101756,Risk-Enterprise Limited,risk enterprise ltd,Risk-Enterprise Limited,100.0,exact_normalized,True,Y
101787,rizpicks travels ltd,rizpicks travels ltd,Rizpicks Travels Ltd,100.0,exact_normalized,True,Y
101748,RJ ELITE PROPERTY MANAGEMENT,rj elite property management,RJ Elite Property Management,100.0,exact_normalized,True,Y
101806,RJ ELITE PROPERTY MANAGEMENT,rj elite property management,RJ Elite Property Management,100.0,exact_normalized,True,Y
101827,RJ ELITE PROPERTY MANAGEMENT,rj elite property management,RJ Elite Property Management,100.0,exact_normalized,True,Y
101845,RJ ELITE PROPERTY MANAGEMENT,rj elite property management,RJ Elite Property Management,100.0,exact_normalized,True,Y
100333,Rjf accountants ltd,rjf accountants ltd,Aksz Ltd,76.9,fuzzy,False,Y
101823,RLK Technologies Limited,rlk technologies ltd,RLK Technologies Limited,100.0,exact_normalized,True,Y
