original_filename,clean_company_name,proposed_filename,collision_group_size,collision_status,would_rename,file_size,last_modified
"Four Paws Walking and Training Ltd App2_1,1.json",Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 04.json,6,collision_numbered,True,6730302,1726855021.0
Four Paws Walking and Training Ltd App2_categorized.json,Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 05.json,6,collision_numbered,True,6941058,1771591392.2319765
"Four Paws Walking and Training Ltd_1,1.json",Four Paws Walking And Training Ltd,Four Paws Walking And Training Ltd - 06.json,6,collision_numbered,True,6290423,1726855021.0
Four the Willows Ltd - Transaction Report.json,Four The Willows Ltd,Four The Willows Ltd - 01.json,2,collision_numbered,True,180693,1719912888.0
"Four the Willows Ltd_0,0.json",Four The Willows Ltd,Four The Willows Ltd - 02.json,2,collision_numbered,True,203044,1771591396.3732667
French Sole Limited.json,French Sole Limited,French Sole Limited.json,1,unique,False,1114151,1735897175.0
French sole Ltd - Transaction Report.json,French Sole Ltd,French Sole Ltd - 01.json,4,collision_numbered,True,71216,1719914135.0
French Sole Ltd.json,French Sole Ltd,French Sole Ltd - 02.json,4,collision_numbered,True,73560,1771591290.7791936
"French Sole Ltd_0,0.json",French Sole Ltd,French Sole Ltd - 03.json,4,collision_numbered,True,79218,1771591396.4576683
French Sole Ltd_categorized.json,French Sole Ltd,French Sole Ltd - 04.json,4,collision_numbered,True,79094,1726256730.0
FS Fashionista Ltd.json,FS Fashionista Ltd,FS Fashionista Ltd - 01.json,2,collision_numbered,True,9573107,1719304796.0
"FS Fashionista Ltd_0,0.json",FS Fashionista Ltd,FS Fashionista Ltd - 02.json,2,collision_numbered,True,15343539,1771591385.1739223
FT Fitness LTD.json,FT Fitness Ltd,FT Fitness Ltd.json,1,unique,True,4167733,1771591290.6459332
Fugazzo Trading Limited Transaction Report.json,Fugazzo Trading Limited,Fugazzo Trading Limited.json,1,unique,True,273320,1722587992.0
Funk up Events limited.json,Funk Up Events Limited,Funk Up Events Limited.json,1,unique,True,2231522,1776153721.0
Furfamilyfair Ltd.json,Furfamilyfair Ltd,Furfamilyfair Ltd - 01.json,3,collision_numbered,True,1438842,1721635839.0
"Furfamilyfair Ltd_0,0.json",Furfamilyfair Ltd,Furfamilyfair Ltd - 02.json,3,collision_numbered,True,2278668,1771591396.5304804
Furfamilyfair Ltd_categorized.json,Furfamilyfair Ltd,Furfamilyfair Ltd - 03.json,3,collision_numbered,True,2282414,1726256731.0
FusionPrint UK Ltd.json,FusionPrint UK Ltd,FusionPrint UK Ltd.json,1,unique,False,830829,1771591290.7943304
Future Analytics Ltd - GetReportByID.json,Future Analytics Ltd,Future Analytics Ltd - 01.json,3,collision_numbered,True,679662,1721651543.0
"Future Analytics Ltd_0,0.json",Future Analytics Ltd,Future Analytics Ltd - 02.json,3,collision_numbered,True,1076545,1771591397.8118522
Future Analytics Ltd_categorized.json,Future Analytics Ltd,Future Analytics Ltd - 03.json,3,collision_numbered,True,1077720,1726256731.0
Fylde conservation Ltd - GetReportByID.json,Fylde Conservation Ltd,Fylde Conservation Ltd - 01.json,2,collision_numbered,True,1268410,1719477557.0
"Fylde Conservation Ltd_0,0.json",Fylde Conservation Ltd,Fylde Conservation Ltd - 02.json,2,collision_numbered,True,2017455,1771591398.3799863
Gas Records.json,Gas Records,Gas Records - 01.json,3,collision_numbered,True,289085,1725454873.0
"Gas Records_0,0.json",Gas Records,Gas Records - 02.json,3,collision_numbered,True,456973,1771591401.1456537
Gas Records_categorized.json,Gas Records,Gas Records - 03.json,3,collision_numbered,True,455882,1726256732.0
GC Bike Repairs Ltd - App3 - GetReportByID.json,GC Bike Repairs Ltd,GC Bike Repairs Ltd - 01.json,2,collision_numbered,True,3397517,1745846365.0
GC Bike Repairs Ltd 2.json,GC Bike Repairs Ltd 2,GC Bike Repairs Ltd 2.json,1,unique,False,3159545,1771591290.8296645
GC Bike Repairs Ltd 3.json,GC Bike Repairs Ltd 3,GC Bike Repairs Ltd 3.json,1,unique,False,3273752,1771591290.8296645
GC Bike Repairs Ltd 4.json,GC Bike Repairs Ltd 4,GC Bike Repairs Ltd 4.json,1,unique,False,3341244,1771591290.8649738
GC Bike Repairs Ltd 6.json,GC Bike Repairs Ltd 6,GC Bike Repairs Ltd 6.json,1,unique,False,3334012,1771591290.879926
GC Bike Repairs Ltd.json,GC Bike Repairs Ltd,GC Bike Repairs Ltd - 02.json,2,collision_numbered,True,3169510,1771591290.8962207
GC COUTURE LTD.json,GC COUTURE Ltd,GC COUTURE Ltd.json,1,unique,True,2954841,1771591290.8962207
Gem drycleaning & tailoring services ltd.json,Gem Drycleaning & Tailoring Services Ltd,Gem Drycleaning & Tailoring Services Ltd.json,1,unique,True,2139778,1771591290.9798815
Get Outside Events Limited.json,Get Outside Events Limited,Get Outside Events Limited - 01.json,2,collision_numbered,True,1460827,1721218449.0
"Get Outside Events Limited_0,0.json",Get Outside Events Limited,Get Outside Events Limited - 02.json,2,collision_numbered,True,2346135,1771591401.5462644
GIT Support LTD.json,GIT Support Ltd,GIT Support Ltd - 01.json,4,collision_numbered,True,2227538,1726739681.0
"GIT Support LTD_0,0.json",GIT Support Ltd,GIT Support Ltd - 02.json,4,collision_numbered,True,3509369,1771591398.9466102
GIT Support LTD_categorized.json,GIT Support Ltd,GIT Support Ltd - 03.json,4,collision_numbered,True,3402921,1726827441.0
"GIT Support LTD_categorized_0,0.json",GIT Support Ltd,GIT Support Ltd - 04.json,4,collision_numbered,True,3407317,1726855021.0
Go Commercial Finance Ltd - GetReportByID.json,Go Commercial Finance Ltd,Go Commercial Finance Ltd - 01.json,3,collision_numbered,True,1512702,1721723478.0
"Go Commercial Finance Ltd_0,0.json",Go Commercial Finance Ltd,Go Commercial Finance Ltd - 02.json,3,collision_numbered,True,2409328,1771591402.2121394
Go Commercial Finance Ltd_categorized.json,Go Commercial Finance Ltd,Go Commercial Finance Ltd - 03.json,3,collision_numbered,True,2415700,1726256732.0
Go Sure Solutions Ltd.json,Go Sure Solutions Ltd,Go Sure Solutions Ltd.json,1,unique,False,992466,1772442592.0
Golden Triangle Financial Services Ltd.json,Golden Triangle Financial Services Ltd,Golden Triangle Financial Services Ltd.json,1,unique,False,4116143,1771591291.029634
Good Geezers Welling Ltd Transaction Limited.json,Good Geezers Welling Ltd,Good Geezers Welling Ltd - 01.json,3,collision_numbered,True,2743448,1723634580.0
"Good Geezers Welling Ltd Transaction Limited_0,0.json",Good Geezers Welling Ltd,Good Geezers Welling Ltd - 02.json,3,collision_numbered,True,4324861,1771591403.5279481
Good Geezers Welling Ltd Transaction Limited_categorized.json,Good Geezers Welling Ltd,Good Geezers Welling Ltd - 03.json,3,collision_numbered,True,4324874,1726256733.0
Gorshaco.json,Gorshaco,Gorshaco.json,1,unique,False,1357067,1779092912.0
Gozone Care Ltd - Transaction Report.json,Gozone Care Ltd,Gozone Care Ltd - 01.json,3,collision_numbered,True,193423,1719917151.0
"Gozone Care Ltd_0,0.json",Gozone Care Ltd,Gozone Care Ltd - 02.json,3,collision_numbered,True,217387,1771591405.9112377
Gozone Care Ltd_categorized.json,Gozone Care Ltd,Gozone Care Ltd - 03.json,3,collision_numbered,True,218055,1726256733.0
GRAZKA LIMITED.json,GRAZKA Limited,GRAZKA Limited.json,1,unique,True,1291891,1771591290.9464247
Green Future Search Lab - GetReportByID.json,Green Future Search Lab,Green Future Search Lab - 01.json,3,collision_numbered,True,2047617,1719570222.0
"Green Future Search Lab_0,0.json",Green Future Search Lab,Green Future Search Lab - 02.json,3,collision_numbered,True,3265608,1771591406.1506612
Green Future Search Lab_categorized.json,Green Future Search Lab,Green Future Search Lab - 03.json,3,collision_numbered,True,3272042,1726256733.0
greenlight digital.json,Greenlight Digital,Greenlight Digital.json,1,unique,True,487452,1771591293.362199
GreenSec limited - Transaction Report.json,GreenSec Limited,GreenSec Limited - 01.json,3,collision_numbered,True,178129,1719917369.0
"GreenSec Limited_0,0.json",GreenSec Limited,GreenSec Limited - 02.json,3,collision_numbered,True,200773,1771591407.9663792
GreenSec Limited_categorized.json,GreenSec Limited,GreenSec Limited - 03.json,3,collision_numbered,True,200894,1726256733.0
Habitat music studios ltd app 2.json,Habitat Music Studios Ltd,Habitat Music Studios Ltd.json,1,unique,True,2292570,1769783939.0
Hair and Beauty Palace Ventures Limited.json,Hair And Beauty Palace Ventures Limited,Hair And Beauty Palace Ventures Limited.json,1,unique,True,1466243,1771591291.1138065
Hans Lec Design - Transaction Report.json,Hans Lec Design,Hans Lec Design - 01.json,3,collision_numbered,True,1534860,1720081449.0
"Hans Lec Design_0,0.json",Hans Lec Design,Hans Lec Design - 02.json,3,collision_numbered,True,2356020,1726855022.0
Hans Lec Design_categorized.json,Hans Lec Design,Hans Lec Design - 03.json,3,collision_numbered,True,2432433,1726256734.0
Hans-Lec Transaction Report.json,Hans-Lec,Hans-Lec - 01.json,2,collision_numbered,True,1613359,1722412685.0
"Hans-Lec Transaction Report_0,0.json",Hans-Lec,Hans-Lec - 02.json,2,collision_numbered,True,2551416,1771591409.4932904
Happy Travel Limited.json,Happy Travel Limited,Happy Travel Limited - 01.json,3,collision_numbered,True,823192,1744295381.0
Happy Travel Limited_categorized(1).json,Happy Travel Limited,Happy Travel Limited - 02.json,3,collision_numbered,True,1249069,1752745419.0
Happy Travel Limited_categorized.json,Happy Travel Limited,Happy Travel Limited - 03.json,3,collision_numbered,True,1286743,1771591291.1630285
Happy Travel Limitedv2.json,Happy Travel Limitedv2,Happy Travel Limitedv2.json,1,unique,False,817495,1744369460.0
Hardman Fitness LTD.json,Hardman Fitness Ltd,Hardman Fitness Ltd.json,1,unique,True,2864935,1771591291.1795986
Harley Street Hair Transplants - Transaction Report.json,Harley Street Hair Transplants,Harley Street Hair Transplants - 01.json,2,collision_numbered,True,177508,1720022201.0
"Harley Street Hair Transplants_0,0.json",Harley Street Hair Transplants,Harley Street Hair Transplants - 02.json,2,collision_numbered,True,199082,1771591410.259975
Hashmis and Bukharis Ltd.json,Hashmis And Bukharis Ltd,Hashmis And Bukharis Ltd - 01.json,3,collision_numbered,True,163451,1722244042.0
"Hashmis and Bukharis Ltd_0,0.json",Hashmis And Bukharis Ltd,Hashmis And Bukharis Ltd - 02.json,3,collision_numbered,True,256968,1771591410.343137
Hashmis and Bukharis Ltd_categorized.json,Hashmis And Bukharis Ltd,Hashmis And Bukharis Ltd - 03.json,3,collision_numbered,True,257198,1726256734.0
Haus of sass limited by Stephanie limited.json,Haus Of Sass Limited By Stephanie Limited,Haus Of Sass Limited By Stephanie Limited.json,1,unique,True,2670400,1771591291.1968136
Havelock Group Ltd TA New Longcar.json,Havelock Group Ltd TA New Longcar,Havelock Group Ltd TA New Longcar.json,1,unique,False,325341,1771591291.1968136
Heart of the home interiors.json,Heart Of The Home Interiors,Heart Of The Home Interiors.json,1,unique,True,2510262,1771591291.213243
Helin Azra Market Limited.json,Helin Azra Market Limited,Helin Azra Market Limited.json,1,unique,False,492244,1779198354.0
Hemming Logistics Ltd - Transaction Report.json,Hemming Logistics Ltd,Hemming Logistics Ltd - 01.json,2,collision_numbered,True,190422,1720022517.0
"Hemming Logistics Ltd_0,0.json",Hemming Logistics Ltd,Hemming Logistics Ltd - 02.json,2,collision_numbered,True,213760,1771591410.5357015
HERNE HILL DRY CLEANERS LIMITED.json,HERNE HILL DRY CLEANERS Limited,HERNE HILL DRY CLEANERS Limited.json,1,unique,True,786779,1771591291.0633736
HEWITT AND HYLAND LEISURE LIMITED - Transaction Report.json,HEWITT AND HYLAND LEISURE Limited,HEWITT AND HYLAND LEISURE Limited.json,1,unique,True,176776,1720081775.0
Hewitt and Hyland Leisure Ltd_categorized.json,Hewitt And Hyland Leisure Ltd,Hewitt And Hyland Leisure Ltd.json,1,unique,True,214052,1726256734.0
HIdden Pretty Gifts Ltd app 2.json,HIdden Pretty Gifts Ltd,HIdden Pretty Gifts Ltd - 01.json,2,collision_numbered,True,1185296,1760944398.0
Hidden Pretty Gifts Ltd.json,Hidden Pretty Gifts Ltd,Hidden Pretty Gifts Ltd - 02.json,2,collision_numbered,True,1188030,1771591291.229705
House of Mystery.json,House Of Mystery,House Of Mystery.json,1,unique,True,2097189,1771591291.246264
HSIDS.json,HSIDS,HSIDS.json,1,unique,False,2776531,1771591291.079845
HumbleEgg Ltd - Transaction Report.json,HumbleEgg Ltd,HumbleEgg Ltd - 01.json,2,collision_numbered,True,191496,1720082418.0
"HumbleEgg Ltd_0,0.json",HumbleEgg Ltd,HumbleEgg Ltd - 02.json,2,collision_numbered,True,214606,1771591410.7757473
Hursley Childcare Ltd.json,Hursley Childcare Ltd,Hursley Childcare Ltd - 01.json,3,collision_numbered,True,5074508,1720684825.0
"Hursley Childcare Ltd_0,0.json",Hursley Childcare Ltd,Hursley Childcare Ltd - 02.json,3,collision_numbered,True,7759629,1726855022.0
Hursley Childcare Ltd_categorized.json,Hursley Childcare Ltd,Hursley Childcare Ltd - 03.json,3,collision_numbered,True,8001597,1771591413.10737
Hussains Leicester Ltd.json,Hussains Leicester Ltd,Hussains Leicester Ltd - 01.json,3,collision_numbered,True,1111321,1726042408.0
"Hussains Leicester Ltd_0,0.json",Hussains Leicester Ltd,Hussains Leicester Ltd - 02.json,3,collision_numbered,True,1777973,1771591415.324805
Hussains Leicester Ltd_categorized.json,Hussains Leicester Ltd,Hussains Leicester Ltd - 03.json,3,collision_numbered,True,1777427,1726256736.0
I Crash Mobiles Limited.json,I Crash Mobiles Limited,I Crash Mobiles Limited.json,1,unique,False,1640049,1739534649.0
IBBmedialtd(1).json,IBBmedialtd,IBBmedialtd - 01.json,2,collision_numbered,True,1241913,1752749464.0
IBBmedialtd.json,IBBmedialtd,IBBmedialtd - 02.json,2,collision_numbered,True,1240953,1771591291.2960465
IBBmedialtd.json.json,IBBmedialtd.json,IBBmedialtd.json.json,1,unique,False,1240700,1742815839.0
Ifracture Ltd.json,Ifracture Ltd,Ifracture Ltd.json,1,unique,False,4155793,1744018873.0
Ifracture Ltdv2.json,Ifracture Ltdv2,Ifracture Ltdv2.json,1,unique,False,4164726,1744104267.0
Ings pet store & grooming ltd app 2.json,Ings Pet Store & Grooming Ltd,Ings Pet Store & Grooming Ltd - 01.json,2,collision_numbered,True,1886327,1771591291.2960465
INGS PET STORE & GROOMING LTD.json,INGS PET STORE & GROOMING Ltd,INGS PET STORE & GROOMING Ltd - 02.json,2,collision_numbered,True,1414036,1771591291.2960465
Initiate Theatre Transaction Report.json,Initiate Theatre,Initiate Theatre.json,1,unique,True,1385851,1723814456.0
Irresistiable Ltd Transaction Report.json,Irresistiable Ltd,Irresistiable Ltd.json,1,unique,True,76018,1722431946.0
Ivy aesthetic clinic & academy ltd - Transaction Report.json,Ivy Aesthetic Clinic & Academy Ltd,Ivy Aesthetic Clinic & Academy Ltd.json,1,unique,True,187281,1720083446.0
"Ivy Aesthetic Clinic Academy Ltd_0,0.json",Ivy Aesthetic Clinic Academy Ltd,Ivy Aesthetic Clinic Academy Ltd.json,1,unique,True,207226,1771591416.741187
J load inc Ltd - GetReportByID.json,J Load Inc Ltd,J Load Inc Ltd.json,1,unique,True,3783417,1746016482.0
Jay Heath Ltd.json,Jay Heath Ltd,Jay Heath Ltd - 01.json,2,collision_numbered,True,181344,1720083832.0
"Jay Heath Ltd_0,0.json",Jay Heath Ltd,Jay Heath Ltd - 02.json,2,collision_numbered,True,203548,1771591416.9745579
Jb bars ltd - Transaction Report.json,Jb Bars Ltd,Jb Bars Ltd - 01.json,3,collision_numbered,True,175696,1720084324.0
"JB Bars Ltd_0,0.json",JB Bars Ltd,JB Bars Ltd - 02.json,3,collision_numbered,True,196831,1771591416.8240733
JB Bars Ltd_categorized.json,JB Bars Ltd,JB Bars Ltd - 03.json,3,collision_numbered,True,196876,1726256736.0
Jemark Ltd.json,Jemark Ltd,Jemark Ltd - 01.json,2,collision_numbered,True,192737,1714558642.0
"Jemark Ltd_0,0.json",Jemark Ltd,Jemark Ltd - 02.json,2,collision_numbered,True,216311,1771591417.041235
Jenmat Productions.json,Jenmat Productions,Jenmat Productions.json,1,unique,False,4211682,1753264262.0
Jigpaws Ltd.json,Jigpaws Ltd,Jigpaws Ltd.json,1,unique,False,3073086,1771937821.0
Joao motorcycles Ltd app 2.json,Joao Motorcycles Ltd,Joao Motorcycles Ltd.json,1,unique,True,678507,1771591291.3133707
Joao motorcyles Ltd.json,Joao Motorcyles Ltd,Joao Motorcyles Ltd.json,1,unique,True,338732,1755069605.0
JOURNEYMAN BARBERS LTD.json,JOURNEYMAN BARBERS Ltd,JOURNEYMAN BARBERS Ltd.json,1,unique,True,1088852,1771591291.3133707
K.B Motors York LTD - GetReportByID.json,K.B Motors York Ltd,K.B Motors York Ltd.json,1,unique,True,4575227,1748430831.0
KAHRAS KEIGHLEY LTD.json,KAHRAS KEIGHLEY Ltd,KAHRAS KEIGHLEY Ltd.json,1,unique,True,2168689,1771591291.3297172
Kam marketing Group Limited.json,Kam Marketing Group Limited,Kam Marketing Group Limited - 01.json,2,collision_numbered,True,168618,1720085411.0
"Kam marketing Group Limited_0,0.json",Kam Marketing Group Limited,Kam Marketing Group Limited - 02.json,2,collision_numbered,True,188776,1771591417.1424787
KC Group Of Companies Ltd.json,KC Group Of Companies Ltd,KC Group Of Companies Ltd.json,1,unique,False,1067873,1774866299.0
Ketco Direct Limited - Transaction Report.json,Ketco Direct Limited,Ketco Direct Limited - 01.json,3,collision_numbered,True,182419,1720085534.0
"Ketco Direct Limited_0,0.json",Ketco Direct Limited,Ketco Direct Limited - 02.json,3,collision_numbered,True,198326,1726855022.0
Ketco Direct Limited_categorized.json,Ketco Direct Limited,Ketco Direct Limited - 03.json,3,collision_numbered,True,204213,1771591417.3244624
KGKSURREY.co.uk.json,KGKSURREY.co.uk,KGKSURREY.co.uk.json,1,unique,False,1786688,1771591291.3297172
Kids Tech Company Ltd - Transaction Report.json,Kids Tech Company Ltd,Kids Tech Company Ltd - 01.json,2,collision_numbered,True,185179,1720085603.0
"Kids Tech Company Ltd_0,0.json",Kids Tech Company Ltd,Kids Tech Company Ltd - 02.json,2,collision_numbered,True,206328,1771591417.4076679
Kimbo and Sons Ltd Transaction Report.json,Kimbo And Sons Ltd,Kimbo And Sons Ltd - 01.json,2,collision_numbered,True,1781567,1722524387.0
"Kimbo and Sons Ltd Transaction Report_0,0.json",Kimbo And Sons Ltd,Kimbo And Sons Ltd - 02.json,2,collision_numbered,True,2871315,1771591417.490353
King Of Steel Media Ltd - Transaction Report.json,King Of Steel Media Ltd,King Of Steel Media Ltd - 01.json,3,collision_numbered,True,179984,1720085662.0
"King of Steel Media Ltd_0,0.json",King Of Steel Media Ltd,King Of Steel Media Ltd - 02.json,3,collision_numbered,True,202570,1771591418.3224218
King of Steel Media Ltd_categorized.json,King Of Steel Media Ltd,King Of Steel Media Ltd - 03.json,3,collision_numbered,True,202569,1726256737.0
King of steel media.json,King Of Steel Media,King Of Steel Media.json,1,unique,True,172155,1713797060.0
Km luxury enterprises.json,Km Luxury Enterprises,Km Luxury Enterprises.json,1,unique,True,1856976,1775819647.0
KMS INSULATIONS LTD - GetReportByID.json,KMS INSULATIONS Ltd,KMS INSULATIONS Ltd.json,1,unique,True,274257,1748964779.0
Krafty Designs 4 You Limited - Transaction Report.json,Krafty Designs 4 You Limited,Krafty Designs 4 You Limited - 01.json,2,collision_numbered,True,198526,1720086111.0
"Krafty Designs 4 You Limited_0,0.json",Krafty Designs 4 You Limited,Krafty Designs 4 You Limited - 02.json,2,collision_numbered,True,222917,1771591418.4872642
Kurkland Ltd.json,Kurkland Ltd,Kurkland Ltd - 01.json,2,collision_numbered,True,193961,1720086305.0
"Kurkland Ltd_0,0.json",Kurkland Ltd,Kurkland Ltd - 02.json,2,collision_numbered,True,217755,1771591418.5738475
Lime Service Group Ltd.json,Lime Service Group Ltd,Lime Service Group Ltd - 01.json,2,collision_numbered,True,2341068,1724852758.0
"Lime Service Group Ltd_0,0.json",Lime Service Group Ltd,Lime Service Group Ltd - 02.json,2,collision_numbered,True,3721942,1771591418.6738992
Little Einsteins Day Care Ltd - Transaction Report.json,Little Einsteins Day Care Ltd,Little Einsteins Day Care Ltd.json,1,unique,True,179927,1720087943.0
LJR Group Services Limited - GetReportByID.json,LJR Group Services Limited,LJR Group Services Limited - 01.json,2,collision_numbered,True,228903,1746003250.0
LJR Group Services Limited.json,LJR Group Services Limited,LJR Group Services Limited - 02.json,2,collision_numbered,True,764037,1771591291.3967566
London Kizomba Festival.json,London Kizomba Festival,London Kizomba Festival.json,1,unique,False,987448,1771591291.4128509
London Recruiting.json,London Recruiting,London Recruiting - 01.json,2,collision_numbered,True,2724419,1726734135.0
"London Recruiting_0,0.json",London Recruiting,London Recruiting - 02.json,2,collision_numbered,True,4331788,1771591419.757161
London21 LTD - Transaction report.json,London21 Ltd,London21 Ltd - 01.json,2,collision_numbered,True,217964,1719241393.0
"London21 Ltd_0,0.json",London21 Ltd,London21 Ltd - 02.json,2,collision_numbered,True,344975,1771591421.0400116
Lopez Plant Hire Ltd - GetReportByID.json,Lopez Plant Hire Ltd,Lopez Plant Hire Ltd - 01.json,3,collision_numbered,True,719111,1720095548.0
"Lopez Plant Hire Ltd_0,0.json",Lopez Plant Hire Ltd,Lopez Plant Hire Ltd - 02.json,3,collision_numbered,True,1142767,1771591421.2215402
Lopez Plant Hire Ltd_categorized.json,Lopez Plant Hire Ltd,Lopez Plant Hire Ltd - 03.json,3,collision_numbered,True,1146052,1771591421.6061547
Luenire Transaction Report.json,Luenire,Luenire.json,1,unique,True,828162,1722931557.0
Lumi SKN ltd - Transaction Report.json,Lumi SKN Ltd,Lumi SKN Ltd - 01.json,3,collision_numbered,True,194056,1720090075.0
"Lumi SKN Ltd_0,0.json",Lumi SKN Ltd,Lumi SKN Ltd - 02.json,3,collision_numbered,True,217843,1771591421.922689
Lumi SKN Ltd_categorized.json,Lumi SKN Ltd,Lumi SKN Ltd - 03.json,3,collision_numbered,True,218262,1726256738.0
luxmax.co.json,Luxmax.co,Luxmax.co.json,1,unique,True,1517017,1753262770.0
Made this for you Ltd Transaction Report.json,Made This For You Ltd,Made This For You Ltd - 01.json,3,collision_numbered,True,1005866,1724399721.0
"Made this for you Ltd Transaction Report_0,0.json",Made This For You Ltd,Made This For You Ltd - 02.json,3,collision_numbered,True,1574644,1771591422.8397722
Made this for you Ltd Transaction Report_categorized.json,Made This For You Ltd,Made This For You Ltd - 03.json,3,collision_numbered,True,1579094,1726256738.0
Madestays Limited.json,Madestays Limited,Madestays Limited.json,1,unique,False,3079991,1771591291.496104
MADINSKA & CO LTD app 5.json,MADINSKA & CO Ltd,MADINSKA & CO Ltd - 01.json,5,collision_numbered,True,2668583,1771591291.46327
Madinska & Co Ltd(1).json,Madinska & Co Ltd,Madinska & Co Ltd - 02.json,5,collision_numbered,True,227193,1752749464.0
Madinska & Co Ltd.json,Madinska & Co Ltd,Madinska & Co Ltd - 03.json,5,collision_numbered,True,219093,1724748235.0
"Madinska & Co Ltd_0,0.json",Madinska & Co Ltd,Madinska & Co Ltd - 04.json,5,collision_numbered,True,344344,1771591423.7721825
Madinska & Co Ltd_categorized.json,Madinska & Co Ltd,Madinska & Co Ltd - 05.json,5,collision_numbered,True,345065,1726256738.0
Maj Trade Ltd - Transaction Report.json,Maj Trade Ltd,Maj Trade Ltd - 01.json,3,collision_numbered,True,37456,1720090245.0
Maj Trade Ltd.json,Maj Trade Ltd,Maj Trade Ltd - 02.json,3,collision_numbered,True,38675,1771591291.5130086
"Maj Trade Ltd_0,0.json",Maj Trade Ltd,Maj Trade Ltd - 03.json,3,collision_numbered,True,41155,1771591424.039141
MAKARTY LIMITED - GetReportByID (1)(1).json,MAKARTY Limited,MAKARTY Limited - 01.json,2,collision_numbered,True,874929,1752750066.0
MAKARTY LIMITED - GetReportByID.json,MAKARTY Limited,MAKARTY Limited - 02.json,2,collision_numbered,True,869775,1745166980.0
Mannerhaus Ltd Transaction Report.json,Mannerhaus Ltd,Mannerhaus Ltd.json,1,unique,True,1078007,1722862689.0
Manzil Property Management - Transaction Report.json,Manzil Property Management,Manzil Property Management - 01.json,3,collision_numbered,True,177034,1720090480.0
Manzil Property Management.json,Manzil Property Management,Manzil Property Management - 02.json,3,collision_numbered,True,182823,1771591291.5130086
"Manzil Property Management_0,0.json",Manzil Property Management,Manzil Property Management - 03.json,3,collision_numbered,True,197919,1771591424.0553756
Mar carpio ltd.json,Mar Carpio Ltd,Mar Carpio Ltd.json,1,unique,True,122403,1771591291.5130086
Marvel Heating & REnewable Energy Ltd.json,Marvel Heating & REnewable Energy Ltd,Marvel Heating & REnewable Energy Ltd - 01.json,3,collision_numbered,True,7061147,1721381238.0
"Marvel Heating & REnewable Energy Ltd_0,0.json",Marvel Heating & REnewable Energy Ltd,Marvel Heating & REnewable Energy Ltd - 02.json,3,collision_numbered,True,10930980,1726855023.0
Marvel Heating & REnewable Energy Ltd_categorized.json,Marvel Heating & REnewable Energy Ltd,Marvel Heating & REnewable Energy Ltd - 03.json,3,collision_numbered,True,11282137,1771591427.8705168
Marvellous glow Ltd - GetReportByID.json,Marvellous Glow Ltd,Marvellous Glow Ltd - 01.json,3,collision_numbered,True,3023911,1721809159.0
Marvellous glow Ltd - Transaction Report.json,Marvellous Glow Ltd,Marvellous Glow Ltd - 02.json,3,collision_numbered,True,187835,1720090734.0
"Marvellous Glow Ltd_0,0.json",Marvellous Glow Ltd,Marvellous Glow Ltd - 03.json,3,collision_numbered,True,210307,1771591431.416958
Master Brewer Ltd - Transaction Report.json,Master Brewer Ltd,Master Brewer Ltd - 01.json,2,collision_numbered,True,183526,1720092730.0
"Master Brewer Ltd_0,0.json",Master Brewer Ltd,Master Brewer Ltd - 02.json,2,collision_numbered,True,205595,1771591431.5366871
Matches Talent Ltd.json,Matches Talent Ltd,Matches Talent Ltd - 01.json,3,collision_numbered,True,1199077,1725366301.0
"Matches Talent Ltd_0,0.json",Matches Talent Ltd,Matches Talent Ltd - 02.json,3,collision_numbered,True,1896338,1771591431.6867983
Matches Talent Ltd_categorized.json,Matches Talent Ltd,Matches Talent Ltd - 03.json,3,collision_numbered,True,1902350,1726256740.0
MBRB Limited Transaction Report.json,MBRB Limited,MBRB Limited - 01.json,2,collision_numbered,True,1234344,1723823404.0
"MBRB Limited Transaction Report_0,0.json",MBRB Limited,MBRB Limited - 02.json,2,collision_numbered,True,1953650,1771591422.1056297
Mc building & interiors ltd.json,Mc Building & Interiors Ltd,Mc Building & Interiors Ltd.json,1,unique,True,1786195,1771591291.5627227
Mckat Magic Masala Pvt Ltd.json,Mckat Magic Masala Pvt Ltd,Mckat Magic Masala Pvt Ltd.json,1,unique,False,1019157,1725266486.0
Mecn Marketing Limited - Transaction Report.json,Mecn Marketing Limited,Mecn Marketing Limited.json,1,unique,True,203371,1720096779.0
"Mecn Marketing Ltd_0,0.json",Mecn Marketing Ltd,Mecn Marketing Ltd - 01.json,2,collision_numbered,True,228429,1771591432.7694802
Mecn Marketing Ltd_categorized.json,Mecn Marketing Ltd,Mecn Marketing Ltd - 02.json,2,collision_numbered,True,228802,1726256740.0
Meli's Landscaping Ltd.json,Meli's Landscaping Ltd,Meli's Landscaping Ltd - 01.json,2,collision_numbered,True,154304,1719304959.0
"Meli's Landscaping Ltd_0,0.json",Meli's Landscaping Ltd,Meli's Landscaping Ltd - 02.json,2,collision_numbered,True,243342,1771591432.9522939
Mens Hair London.json,Mens Hair London,Mens Hair London.json,1,unique,False,447288,1771591291.579706
Mh home renovations ltd - Transaction Report.json,Mh Home Renovations Ltd,Mh Home Renovations Ltd - 01.json,3,collision_numbered,True,183376,1720096881.0
