application_id,company_name,original_filename,outcome_label,paid_profile_similarity,paid_lookalike_band,nearest_paid_case,nearest_paid_similarity,features_used,subprime_score,mca_rule_score,final_decision
100385,All In The Wrap Limited,All in the wrap Limited.json,unlabelled,43.146787008945104,Not close to paid profile,D&C Couriers Limited(1),45.00341901422797,21,54.5,30,DECLINE
101546,Elm Pub Group Ltd Ta As The Bull Inn,Elm Pub Group Ltd TA As The Bull Inn.json,unlabelled,43.141423231746636,Not close to paid profile,Apollo Supermarket(1),45.46218423994032,21,42.4,30,DECLINE
101546,Elm Pub Group Ltd Ta As The Bull Inn(1),Elm Pub Group Ltd TA As The Bull Inn(1).json,unlabelled,43.141423231746636,Not close to paid profile,Apollo Supermarket(1),45.46218423994032,21,42.4,30,DECLINE
101779,Hsids,HSIDS.json,unlabelled,42.97278872137702,Not close to paid profile,Four Paws Walking And Training Ltd,51.042649775141186,21,88.8,100,APPROVE
101559,Blisshealth Concepts Limited,Blisshealth Concepts Limited.json,unlabelled,42.80066678665008,Not close to paid profile,Apollo Supermarket(1),45.45656014930575,21,30.5,30,DECLINE
101559,Blisshealth Concepts Limited(1),Blisshealth Concepts Limited(1).json,unlabelled,42.80066678665008,Not close to paid profile,Apollo Supermarket(1),45.45656014930575,21,30.5,30,DECLINE
100200,Stevnson Property Services Ltd,Stevnson Property Services Ltd.json,unlabelled,42.6980660160973,Not close to paid profile,Apollo Supermarket(1),47.56934256491799,21,62.8,30,DECLINE
100200,Stevnson Property Services Ltd(1),Stevnson Property Services Ltd(1).json,unlabelled,42.6980660160973,Not close to paid profile,Apollo Supermarket(1),47.56934256491799,21,62.8,30,DECLINE
101450,Go Commercial Finance Ltd(1),Go Commercial Finance Ltd(1).json,unlabelled,42.4814669342624,Not close to paid profile,Apollo Supermarket(1),46.815203651859015,21,70.5,30,DECLINE
101450,Go Commercial Finance Ltd,Go Commercial Finance Ltd.json,unlabelled,42.4814669342624,Not close to paid profile,Apollo Supermarket(1),46.815203651859015,21,70.5,30,DECLINE
101455,Marvellous Glow Ltd,Marvellous Glow Ltd.json,unlabelled,42.40505966290436,Not close to paid profile,Apollo Supermarket(1),42.48753102914147,21,51.3,100,APPROVE
101760,Happy Travel Limited Categorized(1),Happy Travel Limited_categorized(1).json,unlabelled,41.50242768274266,Not close to paid profile,Apollo Supermarket(1),47.51528170807115,21,50.1,30,DECLINE
101760,Happy Travel Limited(1),Happy Travel Limited(1).json,unlabelled,41.50242768274266,Not close to paid profile,Apollo Supermarket(1),47.51528170807115,21,50.1,30,DECLINE
101760,Happy Travel Limited,Happy Travel Limited.json,unlabelled,41.50242768274266,Not close to paid profile,Apollo Supermarket(1),47.51528170807115,21,50.1,30,DECLINE
101760,Happy Travel Limited Categorized,Happy Travel Limited_categorized.json,unlabelled,41.50242768274266,Not close to paid profile,Apollo Supermarket(1),47.51528170807115,21,50.1,30,DECLINE
100187,Simpli Print Group Ltd(1),Simpli Print Group Ltd(1).json,unlabelled,41.45848840908624,Not close to paid profile,Apollo Supermarket(1),40.671426832805935,21,50.2,60,DECLINE
101620,Ultimate 2020 Group Ta Trade Glaze,Ultimate 2020 Group TA Trade Glaze.json,unlabelled,41.37204844994877,Not close to paid profile,Four Paws Walking And Training Ltd,48.002337914107585,21,98.1,100,APPROVE
101756,Risk Enterprise Limited,Risk-Enterprise Limited.json,unlabelled,41.01586138935586,Not close to paid profile,Apollo Supermarket(1),43.571571930067684,21,55.5,30,DECLINE
101775,Sld Personnel Ltd,SLD Personnel Ltd.json,unlabelled,40.90812567865124,Not close to paid profile,Apollo Supermarket(1),42.57175556701291,21,40.0,30,DECLINE
101694,Simply Local Richmond Ltd(1),SIMPLY_LOCAL_RICHMOND_LTD(1).json,unlabelled,40.351775256795946,Not close to paid profile,Apollo Supermarket(1),44.50952526718765,21,42.4,30,DECLINE
101694,Simply Local Richmond Ltd,SIMPLY_LOCAL_RICHMOND_LTD.json,unlabelled,40.351775256795946,Not close to paid profile,Apollo Supermarket(1),44.50952526718765,21,42.4,30,DECLINE
100141,Sercasa Ltd(1),Sercasa Ltd(1).json,unlabelled,40.22442684000251,Not close to paid profile,Apollo Supermarket(1),41.22954175457016,21,41.0,30,DECLINE
100141,Sercasa Ltd,Sercasa Ltd.json,unlabelled,40.22442684000251,Not close to paid profile,Apollo Supermarket(1),41.22954175457016,21,41.0,30,DECLINE
101811,Rowley Dunleavy Services Limited,rowley dunleavy services limited.json,unlabelled,40.034972841960084,Not close to paid profile,Four Paws Walking And Training Ltd,44.25089893710599,21,89.4,60,SENIOR_REVIEW
101550,E Gener8.Com(1),E-gener8.com(1).json,unlabelled,39.40956007667359,Not close to paid profile,D&C Couriers Limited(1),40.23796684502276,21,46.3,60,DECLINE
101550,E Gener8.Com,E-gener8.com.json,unlabelled,39.40956007667359,Not close to paid profile,D&C Couriers Limited(1),40.23796684502276,21,46.3,60,DECLINE
101823,Rlk Technologies Limited,RLK Technologies Limited.json,unlabelled,38.51604158102613,Not close to paid profile,Apollo Supermarket(1),40.390675019826546,21,37.9,30,DECLINE
101506,Bbd Services Ltd,BBD Services Ltd Transaction Report(1).json,unlabelled,36.045441632256505,Not close to paid profile,Apollo Supermarket(1),36.46881574961131,21,75.7,30,DECLINE
101506,Bbd Services Ltd,BBD Services Ltd Transaction Report.json,unlabelled,36.045441632256505,Not close to paid profile,Apollo Supermarket(1),36.46881574961131,21,75.7,30,DECLINE
101493,Apprintable Limited,Apprintable Limited Transaction Report_cleaned(1).json,unlabelled,35.75196291788617,Not close to paid profile,Four Paws Walking And Training Ltd,39.66249777234433,21,84.9,100,APPROVE
101493,Apprintable Limited,Apprintable Limited Transaction Report.json,unlabelled,35.75196291788617,Not close to paid profile,Four Paws Walking And Training Ltd,39.66249777234433,21,84.9,100,APPROVE
101493,Apprintable Limited,Apprintable Limited Transaction Report_cleaned.json,unlabelled,35.75196291788617,Not close to paid profile,Four Paws Walking And Training Ltd,39.66249777234433,21,84.9,100,APPROVE
101493,Apprintable Limited,Apprintable Limited Transaction Report(1).json,unlabelled,35.75196291788617,Not close to paid profile,Four Paws Walking And Training Ltd,39.66249777234433,21,84.9,100,APPROVE
101502,By Old Ltd,By Old Ltd Transaction Report.json,unlabelled,35.434734359157325,Not close to paid profile,Apollo Supermarket(1),36.70367545439962,21,59.3,30,DECLINE
101502,By Old Ltd,By Old Ltd Transaction Report(1).json,unlabelled,35.434734359157325,Not close to paid profile,Apollo Supermarket(1),36.70367545439962,21,59.3,30,DECLINE
101442,Marvel Heating & Renewable Energy Ltd,Marvel Heating & REnewable Energy Ltd.json,unlabelled,33.159647462025696,Not close to paid profile,Four Paws Walking And Training Ltd,32.77879273014686,21,57.3,100,APPROVE
101442,Marvel Heating & Renewable Energy Ltd(1),Marvel Heating & REnewable Energy Ltd(1).json,unlabelled,33.159647462025696,Not close to paid profile,Four Paws Walking And Training Ltd,32.77879273014686,21,57.3,100,APPROVE
101623,Optimum Vehicles Limited,Optimum Vehicles Limited.json,unlabelled,33.08213262083124,Not close to paid profile,Four Paws Walking And Training Ltd,34.19700951172398,21,86.3,60,SENIOR_REVIEW
