original_filename,clean_company_name,proposed_filename,collision_group_size,collision_status,would_rename,file_size,last_modified
Allure Salon (UK) Ltd.json,Allure Salon (UK) Ltd,Allure Salon (UK) Ltd.json,1,unique,False,2251463,1771591287.730677
ARYAANCOMPANY Ltd.json,ARYAANCOMPANY Ltd,ARYAANCOMPANY Ltd.json,1,unique,False,1499779,1775658938.0
AS Cladding And Roofing Ltd.json,AS Cladding And Roofing Ltd,AS Cladding And Roofing Ltd.json,1,unique,False,208366,1771591341.9647334
As Derby Restaurants Ltd.json,As Derby Restaurants Ltd,As Derby Restaurants Ltd.json,1,unique,False,3685125,1773048406.0
Bistro Bites Ltd.json,Bistro Bites Ltd,Bistro Bites Ltd.json,1,unique,False,526497,1774521327.0
BUHARY CONSTRUCTIONS Ltd.json,BUHARY CONSTRUCTIONS Ltd,BUHARY CONSTRUCTIONS Ltd.json,1,unique,False,406754,1744882844.0
Car Connect Rentals.json,Car Connect Rentals,Car Connect Rentals.json,1,unique,False,189045,1771591290.2466197
Coasties Collectables Ltd.json,Coasties Collectables Ltd,Coasties Collectables Ltd.json,1,unique,False,634639,1774021076.0
Cola Ship Limited.json,Cola Ship Limited,Cola Ship Limited.json,1,unique,False,1287052,1748860939.0
CS Sports.json,CS Sports,CS Sports.json,1,unique,False,181821,1746006665.0
D & C Couriers Ltd.json,D & C Couriers Ltd,D & C Couriers Ltd.json,1,unique,False,223776,1775721865.0
D&C Couriers Limited - 01.json,D&C Couriers Limited,D&C Couriers Limited - 01.json,3,collision_numbered,False,80206,1723628130.0
D&C Couriers Limited - 02.json,D&C Couriers Limited,D&C Couriers Limited - 02.json,3,collision_numbered,False,122654,1726855020.0
D&C Couriers Limited - 03.json,D&C Couriers Limited,D&C Couriers Limited - 03.json,3,collision_numbered,False,126344,1726256725.0
D&C Couriers.json,D&C Couriers,D&C Couriers.json,1,unique,False,257401,1731938225.0
DAR Hire London Ltd.json,DAR Hire London Ltd,DAR Hire London Ltd.json,1,unique,False,1520460,1776857163.0
Differencesnotdisabilities.json,Differencesnotdisabilities,Differencesnotdisabilities.json,1,unique,False,2244641,1775808648.0
DKC Menswear Ltd.json,DKC Menswear Ltd,DKC Menswear Ltd.json,1,unique,False,1009880,1776246499.0
DLC Lighting Limited.json,DLC Lighting Limited,DLC Lighting Limited.json,1,unique,False,180265,1719911806.0
DRP Decorators Ltd.json,DRP Decorators Ltd,DRP Decorators Ltd.json,1,unique,False,383097,1772300591.0
E & R IRVING FISHMONGERS Ltd.json,E & R IRVING FISHMONGERS Ltd,E & R IRVING FISHMONGERS Ltd.json,1,unique,False,445816,1779176788.0
Echo & Ink.json,Echo & Ink,Echo & Ink.json,1,unique,False,406800,1778226843.0
ELIJA Limited.json,ELIJA Limited,ELIJA Limited.json,1,unique,False,3397559,1774430950.0
Ellevate Limited - 01.json,Ellevate Limited,Ellevate Limited - 01.json,6,collision_numbered,False,484945,1752749517.0
Ellevate Limited - 02.json,Ellevate Limited,Ellevate Limited - 02.json,6,collision_numbered,False,477810,1749118466.0
Ellevate Limited - 03.json,Ellevate Limited,Ellevate Limited - 03.json,6,collision_numbered,False,492868,1746186038.0
Ellevate Limited - 04.json,Ellevate Limited,Ellevate Limited - 04.json,6,collision_numbered,False,488883,1745838797.0
Ellevate Limited - 05.json,Ellevate Limited,Ellevate Limited - 05.json,6,collision_numbered,False,494067,1746091965.0
Ellevate Limited - 06.json,Ellevate Limited,Ellevate Limited - 06.json,6,collision_numbered,False,488038,1771591381.9502244
Equinim.json,Equinim,Equinim.json,1,unique,False,3362428,1776687565.0
Evopure Ltd.json,Evopure Ltd,Evopure Ltd.json,1,unique,False,1273296,1771591290.563233
Firstunicorn Ltd.json,Firstunicorn Ltd,Firstunicorn Ltd.json,1,unique,False,17727,1778493354.0
Four Paws - 01.json,Four Paws,Four Paws - 01.json,2,collision_numbered,False,4062110,1771591395.9307733
Four Paws - 02.json,Four Paws,Four Paws - 02.json,2,collision_numbered,False,5535306,1771591396.1141357
Four Paws Walking And Training Limited.json,Four Paws Walking And Training Limited,Four Paws Walking And Training Limited.json,1,unique,False,4013366,1771591290.7131095
French Sole Limited.json,French Sole Limited,French Sole Limited.json,1,unique,False,1114151,1735897175.0
Funk Up Events Limited.json,Funk Up Events Limited,Funk Up Events Limited.json,1,unique,False,2231522,1776153721.0
GC Bike Repairs Ltd 2.json,GC Bike Repairs Ltd 2,GC Bike Repairs Ltd 2.json,1,unique,False,3159545,1771591290.8296645
GC Bike Repairs Ltd 3.json,GC Bike Repairs Ltd 3,GC Bike Repairs Ltd 3.json,1,unique,False,3273752,1771591290.8296645
